Census Tract , CES 3.0 Score,CES 3.0 Percentile," CES 3.0 
Percentile Range",Total Population,"California 
County",Hispanic (%),White (%),African American (%),Native American (%),Asian American (%),Other (%)
6053010804,26.19,52.23,50-55%,5029,Monterey ,88.9,9,0.2,0.1,1.4,0.5
6037109604,26.19,52.21,50-55%,2975,Los Angeles,60.5,23.8,3.9,0.1,9.7,2
6037137104,26.17,52.2,50-55%,2717,Los Angeles,9.1,77.1,2.8,0.1,5.3,5.6
6065046401,26.16,52.19,50-55%,3768,Riverside ,37.8,55.1,1.9,0.2,2.6,2.4
6037311200,26.16,52.18,50-55%,3138,Los Angeles,33,55.4,1.2,0.1,8.4,1.9
6077004106,26.15,52.16,50-55%,1913,San Joaquin,35.1,57.4,0.3,0.2,5.1,2
6071011001,26.14,52.15,50-55%,2390,San Bernardino,34.9,59.1,1.2,1.1,1,2.7
6083002705,26.13,52.14,50-55%,4210,Santa Barbara,48.9,36.8,5.4,0.9,4.7,3.3
6085505006,26.13,52.13,50-55%,3898,Santa Clara,5.3,25.7,2.1,0.2,63.6,3.1
6059087704,26.12,52.11,50-55%,5061,Orange ,42.2,27.3,2.4,0.1,25.8,2.2
6067009112,26.12,52.1,50-55%,3630,Sacramento ,23.1,49.9,10.1,0.6,10.6,5.6
6053011302,26.12,52.09,50-55%,5813,Monterey ,87.4,10.5,0.3,0.4,0.6,0.9
6067007020,26.11,52.07,50-55%,4034,Sacramento ,17.6,52.5,8.7,0.6,15.7,4.8
6085504805,26.11,52.06,50-55%,5294,Santa Clara,16.7,54.2,2.1,0.2,23.3,3.5
6067005202,26.11,52.05,50-55%,3154,Sacramento ,15.5,67.6,4.1,0.7,8.2,3.9
6071009114,26.11,52.04,50-55%,10232,San Bernardino,58.3,16.6,19.7,0.3,2.6,2.6
6073015000,26.05,52.02,50-55%,6193,San Diego,21.6,61.6,6.4,0.3,6,4.1
6113010501,26.05,52.01,50-55%,5922,Yolo ,12.5,38.3,2.3,0.2,41.4,5.3
6037920038,26.05,52,50-55%,4430,Los Angeles,49.6,35.1,7,0.1,5.9,2.4
6013336201,26.05,51.99,50-55%,4032,Contra Costa,54.7,29.4,2.5,0.1,11,2.2
6053001400,26.05,51.97,50-55%,2680,Monterey ,47.9,41.5,1.6,0.5,4.1,4.3
6037930200,26.04,51.96,50-55%,546,Los Angeles,36.8,55.5,1.8,0.9,3.5,1.5
6055200804,26.04,51.95,50-55%,5566,Napa ,69.9,27.2,0.4,0.4,0.6,1.5
6073018700,26.04,51.94,50-55%,37452,San Diego,21.9,62.3,7.3,1.1,3.5,4
6111001301,26.03,51.92,50-55%,7724,Ventura ,40.2,50.2,1.7,0.5,4.2,3.2
6037128500,26.03,51.91,50-55%,4015,Los Angeles,17.1,65.7,6.2,0.2,7.7,3.1
6085503504,26.02,51.9,50-55%,6463,Santa Clara,80,1.9,1.6,0.1,15,1.4
6025011803,26.01,51.89,50-55%,5937,Imperial ,74.1,18.2,0.8,0.1,5.5,1.3
6107002006,26.01,51.87,50-55%,4378,Tulare ,25.7,66.6,0.9,0.4,4.1,2.4
6037900805,26.01,51.86,50-55%,5089,Los Angeles,30.4,48.8,14,0.4,3.2,3.1
6037404000,26.01,51.85,50-55%,4474,Los Angeles,59.1,23,3.4,0.2,12.1,2.2
6073002711,26,51.84,50-55%,3200,San Diego,35.9,24.1,14.9,0.3,20.4,4.2
6037181300,26,51.82,50-55%,3629,Los Angeles,33.3,31.6,2.2,0.2,30,2.7
6037111301,25.98,51.81,50-55%,7087,Los Angeles,29.3,37.6,5.5,0.1,23.2,4.3
6111000500,25.98,51.8,50-55%,1867,Ventura ,65.6,32,0.2,0.2,1.1,1
6101051100,25.98,51.78,50-55%,2551,Sutter ,19.2,71.8,0.5,0.5,5.2,2.7
6037111205,25.97,51.77,50-55%,3375,Los Angeles,18.1,41.4,4.6,0,32.5,3.4
6037217001,25.97,51.76,50-55%,2654,Los Angeles,6.9,83.3,3,0.1,2.7,4
6001441700,25.97,51.75,50-55%,7436,Alameda ,23,27.5,5.2,0.4,39,5
6037406000,25.96,51.73,50-55%,5059,Los Angeles,55.4,29.9,3.3,0.5,9.4,1.5
6059088302,25.95,51.72,50-55%,6029,Orange ,26,31.9,1.6,0.1,38.5,1.9
6037406300,25.95,51.71,50-55%,5532,Los Angeles,39,23.6,3.1,0.2,31.8,2.3
6067009107,25.95,51.7,50-55%,3213,Sacramento ,14.6,63.3,8.2,0.2,8.1,5.7
6037554802,25.95,51.68,50-55%,6165,Los Angeles,24.1,25.4,3.5,0.2,44.2,2.5
6095251701,25.95,51.67,50-55%,3372,Solano ,24.5,31.8,24.8,0.9,13.3,4.7
6085504601,25.94,51.66,50-55%,817,Santa Clara,25.6,50.8,3.3,0.1,16.4,3.8
6085505301,25.94,51.65,50-55%,4424,Santa Clara,37,22.1,2.3,0.2,35,3.4
6065045705,25.94,51.63,50-55%,7522,Riverside ,97.4,1.4,0.3,0.1,0.4,0.4
6073018516,25.9,51.62,50-55%,3992,San Diego,37.7,47.7,2.8,0.4,7.8,3.6
6013386000,25.9,51.61,50-55%,3317,Contra Costa,17.5,30,14.1,0.5,32.8,5.1
6037137501,25.89,51.6,50-55%,4124,Los Angeles,13,67.6,5.3,0.1,8.8,5.3
6037195400,25.89,51.58,50-55%,4395,Los Angeles,26.9,53.5,2.7,0.1,13.7,3.1
6001408500,25.89,51.57,50-55%,4972,Alameda ,45.5,2,45.6,0.2,4.3,2.4
6065040613,25.88,51.56,50-55%,12842,Riverside ,39.3,24.7,9.3,0.2,23.4,3.1
6001406601,25.88,51.54,50-55%,4596,Alameda ,23.4,12.1,26.7,0.5,33.5,3.8
6037481714,25.88,51.53,50-55%,2551,Los Angeles,11.2,1.8,0.3,0,85.9,0.8
6107003501,25.86,51.52,50-55%,2861,Tulare ,37.2,51.7,0.3,0.5,7.9,2.4
6037195500,25.85,51.51,50-55%,4971,Los Angeles,33.3,43.5,1.9,0.1,18.1,3.2
6071002033,25.85,51.49,50-55%,7663,San Bernardino,35.2,44.8,5.9,0.3,10.8,3.2
6097150901,25.85,51.48,50-55%,4904,Sonoma ,31,62.1,1.5,0.3,2,3.2
6037463200,25.85,51.47,50-55%,3403,Los Angeles,25.8,42.7,5.3,0.2,23,3
6059099703,25.84,51.46,50-55%,4979,Orange ,15,39.5,0.9,0.1,41.6,2.8
6097153001,25.84,51.44,50-55%,6594,Sonoma ,42.7,43.9,2.7,1,6.2,3.4
6085504002,25.83,51.43,50-55%,5875,Santa Clara,66.3,3.5,2.7,0.2,26,1.3
6065042619,25.83,51.42,50-55%,11267,Riverside ,62.5,13.3,15.2,0.2,6.1,2.7
6011000300,25.82,51.41,50-55%,6055,Colusa ,68.7,26.6,0.9,1,2,0.9
6037301000,25.82,51.39,50-55%,4841,Los Angeles,18.7,55.8,2.3,0.2,20,3.1
6013313103,25.81,51.38,50-55%,7723,Contra Costa,32.8,28.8,16.8,0.3,16.3,4.9
6037403401,25.79,51.37,50-55%,5038,Los Angeles,27,13,2.8,0.1,55,2.1
6067008135,25.78,51.36,50-55%,4000,Sacramento ,11.9,75.4,4.9,0.3,3.6,3.9
6037267502,25.78,51.34,50-55%,3243,Los Angeles,22.5,50.9,2.6,0.1,19.5,4.5
6059075816,25.78,51.33,50-55%,3709,Orange ,44.3,35.8,2.2,0.2,14.8,2.8
6037403402,25.77,51.32,50-55%,3322,Los Angeles,23.9,17.4,2.7,0.3,53.4,2.2
6065046402,25.77,51.31,50-55%,4684,Riverside ,42.3,51.1,2,0.6,1.3,2.8
6059099234,25.76,51.29,50-55%,3466,Orange ,10.4,51.2,0.6,0.3,34.4,3.1
6029005600,25.76,51.28,50-55%,2253,Kern ,18,68,7,1.8,2.1,3.1
6067003102,25.76,51.27,50-55%,2933,Sacramento ,44.3,34.7,4.9,1.5,11.1,3.5
6073012003,25.75,51.25,50-55%,3351,San Diego,58.4,10.3,3,0.1,26,2.1
6115040800,25.75,51.24,50-55%,4233,Yuba ,16.8,71.2,0.8,1.5,5,4.7
6085512100,25.75,51.23,50-55%,1666,Santa Clara,42.1,37,0.5,0.4,17.5,2.6
6013356001,25.74,51.22,50-55%,3759,Contra Costa,23.9,26.2,13.2,0.3,30.8,5.6
6103000100,25.73,51.2,50-55%,4699,Tehama ,10.5,82.8,0.9,2.2,0.5,3.1
6059110401,25.72,51.19,50-55%,4953,Orange ,40.8,33.2,3,0.1,19.7,3.1
6089012701,25.72,51.18,50-55%,4392,Shasta ,9.9,80.7,0.4,5.4,0.3,3.2
6073010112,25.72,51.17,50-55%,4764,San Diego,83,6.5,4.6,0.3,4.1,1.6
6107001800,25.71,51.15,50-55%,4689,Tulare ,38.9,53.9,2.3,0.7,1.7,2.5
6077004204,25.7,51.14,50-55%,3006,San Joaquin,20.6,73.9,0.5,0.7,2.2,2.1
6033000802,25.69,51.13,50-55%,4234,Lake ,23.3,65.5,3.4,1.7,1.5,4.6
6059099250,25.69,51.12,50-55%,3062,Orange ,14.5,52.9,1.3,0.3,27.7,3.3
6097152100,25.69,51.1,50-55%,3004,Sonoma ,22.7,63.8,3.5,1.8,5.2,2.9
6065044300,25.68,51.09,50-55%,4774,Riverside ,48.5,29.6,7.8,1.1,10.9,2.1
6037650602,25.67,51.08,50-55%,7161,Los Angeles,11.1,29.3,4.2,0.2,50.6,4.6
6065042412,25.67,51.07,50-55%,5129,Riverside ,31,46.1,12.6,0.2,6.1,4
6075012202,25.67,51.05,50-55%,2986,San Francisco,18.4,35.1,12.7,1,28.1,4.8
6067007416,25.65,51.04,50-55%,3866,Sacramento ,19.7,58.4,10.2,0.6,5.4,5.7
6073010104,25.65,51.03,50-55%,3217,San Diego,46.9,33,1.9,0.5,13.5,4.2
6073016804,25.65,51.02,50-55%,7292,San Diego,23.3,69.7,1.1,0.7,1.4,3.7
6065041910,25.64,51,50-55%,6342,Riverside ,33.9,50.5,5.4,0.2,6.9,3.2
6067007019,25.64,50.99,50-55%,1203,Sacramento ,24.2,12.9,39.2,0.2,14.6,8.9
6067003502,25.64,50.98,50-55%,2916,Sacramento ,30,40.4,3.5,0.7,21.8,3.6
6103000600,25.64,50.96,50-55%,5213,Tehama ,15.3,78.6,0.5,1.2,1.7,2.7
6013336102,25.64,50.95,50-55%,7595,Contra Costa,65,16.8,5.6,0.4,9.5,2.7
6075010700,25.63,50.94,50-55%,5592,San Francisco,3,14.9,1.5,0.1,79.3,1.2
6059088301,25.62,50.93,50-55%,6430,Orange ,41.5,26,0.8,0.2,29.4,2
6069000501,25.6,50.91,50-55%,5395,San Benito,46.2,47,0.7,0.5,3,2.6
6111001502,25.59,50.9,50-55%,8668,Ventura ,34.5,54.2,1.9,0.4,6.3,2.6
6071012200,25.59,50.89,50-55%,6076,San Bernardino,35.8,26.1,23.1,0.4,12,2.5
6097153005,25.58,50.88,50-55%,6669,Sonoma ,24.5,64.9,1.3,1.1,5.3,2.9
6073020108,25.57,50.86,50-55%,5813,San Diego,69.2,20.7,2.7,0.6,5.3,1.5
6059075301,25.56,50.85,50-55%,5712,Orange ,66.7,19.7,1.4,0.3,10.6,1.3
6067007012,25.54,50.84,50-55%,3345,Sacramento ,34.1,38,16.1,0.4,7.1,4.2
6073014805,25.53,50.83,50-55%,4328,San Diego,19.6,62.5,8.1,0.3,6.2,3.3
6085501900,25.53,50.81,50-55%,4641,Santa Clara,38.1,32.8,7.5,0.3,17.8,3.5
6081601400,25.52,50.8,50-55%,6658,San Mateo,11.2,12.1,2.1,0.1,71.3,3.3
6085503713,25.51,50.79,50-55%,2974,Santa Clara,61.9,6.1,3.3,0.4,26.8,1.6
6077003209,25.49,50.78,50-55%,3540,San Joaquin,28.4,47.7,10.1,0.3,9.7,3.8
6067007018,25.49,50.76,50-55%,5083,Sacramento ,16.9,31.9,14.4,0.4,30.1,6.3
6059075807,25.48,50.75,50-55%,4324,Orange ,40.6,45.3,1.4,0.5,10,2.2
6001428100,25.47,50.74,50-55%,4651,Alameda ,13.3,57.9,3.1,0.2,19.5,6
6071000105,25.45,50.73,50-55%,6676,San Bernardino,22.5,25.3,4.8,0.1,44.2,3
6073018903,25.44,50.71,50-55%,4861,San Diego,48.3,47.1,0.7,0.5,1.6,1.8
6095253101,25.44,50.7,50-55%,4974,Solano ,26.4,63.9,2.5,0.5,3.5,3.3
6059110014,25.44,50.69,50-55%,4905,Orange ,25,51.3,4,0.1,15.3,4.2
6059062647,25.44,50.67,50-55%,4123,Orange ,17,65,0.8,0.1,14.9,2.2
6001405600,25.43,50.66,50-55%,3137,Alameda ,13.1,20.8,22.6,0.3,38.5,4.7
6067009634,25.43,50.65,50-55%,4913,Sacramento ,36.5,7.8,25.5,0.5,25,4.6
6059088105,25.43,50.64,50-55%,4133,Orange ,30.4,26.3,1,0.1,40.5,1.6
6001425103,25.42,50.62,50-55%,2502,Alameda ,9.8,42,17.5,0.1,24.3,6.3
6071008200,25.4,50.61,50-55%,5147,San Bernardino,17.2,73.2,2.9,0.4,3.5,2.8
6001430500,25.39,50.6,50-55%,6049,Alameda ,23.2,35.4,21.3,0.3,15.6,4.1
6083003001,25.38,50.59,50-55%,5547,Santa Barbara,58.2,29.4,1.6,0.5,8.5,1.7
6067009501,25.38,50.57,50-55%,2772,Sacramento ,55.6,39.4,0.6,0.5,2,1.8
6037670100,25.37,50.56,50-55%,6659,Los Angeles,31.2,41.7,6.6,0.4,16.1,3.9
6037300400,25.37,50.55,50-55%,5740,Los Angeles,16.5,58.5,0.6,0.1,20.9,3.3
6037920035,25.36,50.54,50-55%,7720,Los Angeles,49.6,36.7,3.1,0.2,7.8,2.6
6037502005,25.36,50.52,50-55%,4251,Los Angeles,73.9,21.6,0.8,0.4,2.4,0.8
6037462100,25.35,50.51,50-55%,5259,Los Angeles,61,18.2,13.2,0.1,4.8,2.8
6001430900,25.35,50.5,50-55%,4681,Alameda ,26.9,42.2,8.8,0.5,16.5,5.1
6037554516,25.35,50.49,50-55%,3902,Los Angeles,12.1,15.6,6.2,0.1,63.4,2.6
6059063808,25.35,50.47,50-55%,6393,Orange ,74.5,19.3,1.1,0.4,3.6,1.2
6037670001,25.35,50.46,50-55%,3311,Los Angeles,31.7,46.7,1.8,0.2,15.4,4.1
6037301205,25.34,50.45,50-55%,2209,Los Angeles,8.7,75.6,0.8,0,11.9,3
6037480102,25.33,50.44,50-55%,4303,Los Angeles,24.8,18,1.5,0.1,53.4,2.1
6081610601,25.33,50.42,50-55%,6257,San Mateo,82.4,10.4,1.2,0.2,4.3,1.5
6005000301,25.31,50.41,50-55%,5871,Amador ,29.1,51.6,13.8,1.4,1.5,2.6
6037271802,25.3,50.4,50-55%,5911,Los Angeles,25.4,36.2,8.2,0.2,25.7,4.4
6113011102,25.3,50.38,50-55%,4884,Yolo ,67.4,21.7,1,0.3,8.2,1.5
6037900605,25.27,50.37,50-55%,7100,Los Angeles,48.4,28.5,16.8,0.4,3.1,2.9
6067003400,25.26,50.36,50-55%,4085,Sacramento ,22.1,39.3,14.3,0.2,18.9,5.3
6111004200,25.26,50.35,50-55%,5324,Ventura ,71,19,1.8,0.6,5.6,2
6065043279,25.22,50.33,50-55%,5093,Riverside ,25.3,68.2,1.4,0.6,2.1,2.4
6037408704,25.22,50.32,50-55%,3155,Los Angeles,26.8,10.3,1.6,0.1,59.1,2.2
6037183221,25.2,50.31,50-55%,3118,Los Angeles,66.1,21,2.7,0.4,8.5,1.4
6037481101,25.19,50.3,50-55%,3814,Los Angeles,35.8,11.5,2.5,0.2,47.9,2.1
6037181600,25.18,50.28,50-55%,4352,Los Angeles,36.6,36.4,2,0.4,20.4,4.3
6037189800,25.17,50.27,50-55%,4021,Los Angeles,10.3,77.5,4.2,0.1,5,3
6073000700,25.17,50.26,50-55%,3754,San Diego,15.6,72.5,2.7,0.3,5.7,3.1
6065031001,25.16,50.25,50-55%,5622,Riverside ,38.5,49,6.1,0.5,3.2,2.7
6059075901,25.15,50.23,50-55%,4126,Orange ,40.9,51.2,1.5,0.5,3.7,2.3
6013321200,25.15,50.22,50-55%,5533,Contra Costa,14.4,50.5,2.9,0.3,27.5,4.4
6111001503,25.14,50.21,50-55%,5898,Ventura ,39.3,50.4,3.4,0.5,3.8,2.4
6013303205,25.14,50.2,50-55%,8309,Contra Costa,18.6,70.4,3.3,0.2,4.5,3
6095253107,25.13,50.18,50-55%,6016,Solano ,30.6,50,7.6,0.9,5.3,5.7
6001428400,25.13,50.17,50-55%,4357,Alameda ,13.3,47.6,7.4,0.5,26.6,4.7
6037267200,25.12,50.16,50-55%,5927,Los Angeles,7.6,67.6,1.8,0.1,17.5,5.4
6037431502,25.11,50.15,50-55%,4361,Los Angeles,32.3,28.6,0.9,0.1,36.6,1.5
6073000300,25.1,50.13,50-55%,4732,San Diego,14.5,73.1,2.3,0.3,6.7,3.2
6037910502,25.1,50.12,50-55%,4086,Los Angeles,68,16.3,12.4,0,1.4,1.8
6073013409,25.1,50.11,50-55%,5380,San Diego,50.8,29.5,4.1,0.6,12.2,2.8
6053011102,25.09,50.09,50-55%,11454,Monterey ,86.5,8.4,1.2,0.2,2.6,1.1
6071008301,25.09,50.08,50-55%,6340,San Bernardino,17.8,66.3,3.6,0.3,8.9,3
6073020211,25.09,50.07,50-55%,6702,San Diego,61.5,27.2,2.4,0.5,5.9,2.4
6111006000,25.08,50.06,50-55%,4845,Ventura ,23.2,66.5,0.7,0.1,6.3,3.1
6075025100,25.07,50.04,50-55%,3077,San Francisco,23.4,54,4.8,0.1,13.3,4.3
6059110605,25.07,50.03,50-55%,6638,Orange ,7.7,19.5,0.9,0,69.9,2
6037461902,25.07,50.02,50-55%,1654,Los Angeles,16.3,43.8,14.6,0.4,21.2,3.7
6053000104,25.06,50.01,50-55%,3478,Monterey ,64.4,23.3,1.4,0.6,7.7,2.5
6059001101,25.04,49.99,45-50%,4523,Orange ,45.8,46.8,1.1,0.3,4.3,1.6
6083001000,25.04,49.98,45-50%,6270,Santa Barbara,46.3,45.7,2,0.5,3.2,2.4
6019004208,25.03,49.97,45-50%,7124,Fresno ,23.1,52.1,6.1,0.3,15.3,3.2
6037572001,25.03,49.96,45-50%,5278,Los Angeles,25.5,50.6,8.5,0.4,10.7,4.4
6029003811,25.02,49.94,45-50%,2661,Kern ,20.2,72.6,1.4,1.1,2.6,2.2
6037195201,25.01,49.93,45-50%,2834,Los Angeles,16.1,65.3,2.3,0.1,12.4,3.9
6095252707,25.01,49.92,45-50%,4753,Solano ,21.2,41.1,19.5,0.3,11,6.8
6103000300,25,49.91,45-50%,4515,Tehama ,13.1,78.9,1.2,1.6,2.2,3
6083002706,25,49.89,45-50%,6054,Santa Barbara,67,24.5,3.3,0.5,2.2,2.4
6037651102,24.98,49.88,45-50%,3639,Los Angeles,12.6,47,2.4,0.1,33.9,4
6065041812,24.98,49.87,45-50%,3319,Riverside ,42.3,47.5,3.5,0.3,4.3,2.1
6067009109,24.97,49.85,45-50%,4842,Sacramento ,18,58.2,9.4,0.5,9.1,4.8
6065040814,24.97,49.84,45-50%,4782,Riverside ,35.9,32.8,12.9,0.3,13.6,4.6
6037401601,24.97,49.83,45-50%,5034,Los Angeles,29,56.4,4.1,0.2,7.9,2.4
6067009610,24.97,49.82,45-50%,6072,Sacramento ,28.8,16.4,20.8,0.6,27.7,5.7
6001403501,24.96,49.8,45-50%,4374,Alameda ,10.1,31.3,27.9,0.4,24,6.3
6081606000,24.95,49.79,45-50%,4959,San Mateo,44.2,35,2.1,0.2,15.8,2.7
6059099902,24.95,49.78,45-50%,4486,Orange ,29.6,39.2,1.2,0.3,26.4,3.2
6037310201,24.94,49.77,45-50%,5466,Los Angeles,13.7,67.3,1.7,0,14,3.3
6001441926,24.93,49.75,45-50%,4080,Alameda ,32.2,19.2,4.4,0.4,37.7,6.1
6037128702,24.92,49.74,45-50%,5639,Los Angeles,13.5,70.1,6,0.3,7,3.1
6037461300,24.91,49.73,45-50%,6638,Los Angeles,17.5,62.4,6.7,0.1,8.8,4.5
6111008201,24.91,49.72,45-50%,4315,Ventura ,29.5,56.2,0.8,0.3,9.7,3.4
6085512509,24.91,49.7,45-50%,4111,Santa Clara,54.1,36,1.5,0.3,6,2
6085506402,24.91,49.69,45-50%,5733,Santa Clara,30.4,46.9,4.8,0.4,14,3.5
6067005508,24.91,49.68,45-50%,3106,Sacramento ,14.2,60.8,10.6,0.5,8.4,5.6
6073003004,24.9,49.67,45-50%,4940,San Diego,70.7,6.6,15.8,0.1,4.5,2.2
6071000109,24.9,49.65,45-50%,6752,San Bernardino,32.9,53,2.1,0.2,9.3,2.5
6053014201,24.88,49.64,45-50%,5133,Monterey ,32.4,31.7,6.1,0.4,21,8.5
6037400604,24.87,49.63,45-50%,2980,Los Angeles,47.8,32,2.9,0.1,15.8,1.4
6037408212,24.86,49.62,45-50%,4485,Los Angeles,28.6,12.3,1.7,0.1,55.6,1.7
6073013302,24.85,49.6,45-50%,4933,San Diego,68.8,21.6,1.8,0.4,5.7,1.8
6013303201,24.84,49.59,45-50%,9989,Contra Costa,23.8,41.4,14.4,0.3,14.6,5.5
6085504317,24.84,49.58,45-50%,4429,Santa Clara,14.5,11.7,1.6,0.2,69.1,2.9
6065042726,24.84,49.56,45-50%,5357,Riverside ,40.2,46.7,4.5,0.2,4.9,3.5
6065043270,24.83,49.55,45-50%,4991,Riverside ,31.5,54.7,3.5,0.5,6,3.8
6067003900,24.83,49.54,45-50%,3374,Sacramento ,18.9,45.2,8.9,0.4,21.2,5.3
6037503302,24.81,49.53,45-50%,6271,Los Angeles,73.1,19.5,1.5,0.3,4.6,1
6085512038,24.81,49.51,45-50%,2847,Santa Clara,26.8,37.7,5.1,0.3,26.2,3.9
6029002821,24.8,49.5,45-50%,4897,Kern ,35.6,52.4,4.9,1,3.3,2.9
6037106645,24.79,49.49,45-50%,3389,Los Angeles,16.1,63.5,3.4,0.1,14,3
6037408136,24.78,49.48,45-50%,3849,Los Angeles,52.2,13,3.4,0.1,28.7,2.5
6073018610,24.78,49.46,45-50%,7635,San Diego,56.6,25.6,5.4,0.2,8.6,3.7
6073018519,24.77,49.45,45-50%,5891,San Diego,62.9,24,2.7,0.5,6.9,3
6065044702,24.77,49.44,45-50%,2295,Riverside ,82.2,10.4,2.4,0.3,3.9,0.8
6111001204,24.75,49.43,45-50%,2473,Ventura ,46.2,48.4,0.8,0.6,1.4,2.5
6037910504,24.74,49.41,45-50%,4797,Los Angeles,67.9,16.4,11.6,0.3,2.1,1.7
6037401101,24.74,49.4,45-50%,5663,Los Angeles,36.2,50.1,2.7,0.3,7.6,3
6059099224,24.74,49.39,45-50%,3521,Orange ,8.5,45.6,0.5,0.2,42.4,2.8
6059001501,24.73,49.38,45-50%,6373,Orange ,19.8,59.4,0.6,0.2,18.1,1.9
6081604400,24.72,49.36,45-50%,4448,San Mateo,20.9,32.7,1.4,0.1,41.4,3.5
6037119310,24.72,49.35,45-50%,3871,Los Angeles,68.9,11,4.2,0.1,14.5,1.3
6059075303,24.71,49.34,45-50%,3412,Orange ,42.2,49,1.3,0.1,5.2,2.1
6111007100,24.7,49.33,45-50%,6335,Ventura ,43.5,46.3,2.1,0.2,5.5,2.4
6045011500,24.68,49.31,45-50%,6739,Mendocino ,31.1,59.9,0.8,3.2,2,2.9
6077003114,24.66,49.3,45-50%,10129,San Joaquin,17.2,47.4,5.7,0.3,25.4,3.9
6073020213,24.64,49.29,45-50%,4028,San Diego,86.7,9.8,1.1,0,1.7,0.7
6075016100,24.64,49.27,45-50%,5366,San Francisco,9.7,26.3,37.6,0.1,22.4,3.9
6037141201,24.62,49.26,45-50%,3707,Los Angeles,16,67.4,6.7,0.1,6.5,3.4
6059052408,24.62,49.25,45-50%,6154,Orange ,12.3,71.8,1.9,0.2,10.7,3.2
6029000902,24.62,49.24,45-50%,3340,Kern ,47.5,43.1,4.6,1.2,2.5,1.3
6081607701,24.62,49.22,45-50%,3954,San Mateo,36,29.6,2,0.1,28,4.2
6037403316,24.61,49.21,45-50%,6783,Los Angeles,27.3,29.1,6.9,0.1,34.1,2.4
6029002818,24.61,49.2,45-50%,3761,Kern ,25.8,60.3,6.3,1,3.8,2.8
6001441602,24.61,49.19,45-50%,6802,Alameda ,24.7,27.2,5.5,0.2,37.2,5.2
6065041911,24.6,49.17,45-50%,10258,Riverside ,26,48.7,7.2,0.3,14.4,3.3
6071002028,24.6,49.16,45-50%,5282,San Bernardino,39,43.4,9.4,0.3,5.3,2.6
6037189903,24.6,49.15,45-50%,2164,Los Angeles,8.4,77.3,4.5,0.1,6.1,3.5
6071000818,24.6,49.14,45-50%,5428,San Bernardino,29.8,56.6,5.6,0.1,5.6,2.2
6037463101,24.59,49.12,45-50%,2383,Los Angeles,34.6,34.8,3.1,0.6,24,2.9
6059075902,24.59,49.11,45-50%,6548,Orange ,40.8,50.7,1.3,0.2,4.6,2.4
6089010500,24.58,49.1,45-50%,4928,Shasta ,9.6,79.1,2,2.5,2.4,4.4
6037297500,24.58,49.09,45-50%,5163,Los Angeles,28.4,59.5,3.6,0.2,4.6,3.7
6037462800,24.58,49.07,45-50%,2915,Los Angeles,32.7,40.6,8.7,0.2,14.7,3.1
6109005100,24.57,49.06,45-50%,8355,Tuolumne ,10.2,83.7,0.4,1.7,0.8,3.1
6037214503,24.55,49.05,45-50%,3325,Los Angeles,6.3,39.5,4.9,0.1,46,3.2
6019005801,24.55,49.04,45-50%,4856,Fresno ,29,56.3,3,1.1,8,2.6
6001435602,24.55,49.02,45-50%,5329,Alameda ,52.5,23.8,9.9,0.4,11.2,2.3
6037113102,24.54,49.01,45-50%,2828,Los Angeles,13,66.8,3.3,0,13.8,3
6059099204,24.53,49,45-50%,4729,Orange ,12.6,22.4,0.6,0,62.9,1.4
6037405600,24.53,48.98,45-50%,5428,Los Angeles,58.8,22,2.8,0.1,15.4,1
6053011202,24.53,48.97,45-50%,6868,Monterey ,88.1,7.5,1.2,0.4,1.6,1.1
6073014001,24.52,48.96,45-50%,4630,San Diego,39.5,40.8,8.3,0.5,7.3,3.6
6001406602,24.52,48.95,45-50%,2493,Alameda ,29.6,11.1,26,0.9,28.4,4
6073013303,24.52,48.93,45-50%,4909,San Diego,75.2,15.2,2.2,0.5,5.3,1.5
6059099226,24.52,48.92,45-50%,3889,Orange ,13,30.1,0.7,0.3,53.6,2.3
6001408300,24.52,48.91,45-50%,4167,Alameda ,16.2,24,45,0.4,8.7,5.7
6073009400,24.51,48.9,45-50%,5028,San Diego,20.4,59.3,9.4,1.1,5,4.8
6073002601,24.49,48.88,45-50%,6148,San Diego,70.9,6.1,4.1,0.1,17.6,1.2
6037141202,24.47,48.87,45-50%,2800,Los Angeles,9,77.9,3.8,0,5.2,4
6037189500,24.46,48.86,45-50%,4452,Los Angeles,12.7,72.2,4.6,0.3,6.2,4.1
6037137402,24.45,48.85,45-50%,5364,Los Angeles,7.7,76.4,4.7,0.1,6.2,5
6075025701,24.45,48.83,45-50%,4788,San Francisco,22.4,11.6,3.3,0.1,60.8,1.8
6107001400,24.45,48.82,45-50%,5581,Tulare ,49.9,45.8,0.3,0.6,1.6,1.8
6067009611,24.44,48.81,45-50%,3165,Sacramento ,22,42.3,14.5,0.2,14.2,6.8
6037181400,24.44,48.8,45-50%,4302,Los Angeles,35.7,29.3,2.3,0.2,29.7,2.7
6067008705,24.43,48.78,45-50%,4397,Sacramento ,11.1,45.2,6.7,0.3,31.6,5.2
6077005502,24.43,48.77,45-50%,1806,San Joaquin,35.2,50.7,3.3,0.3,7.3,3.2
6073020308,24.43,48.76,45-50%,5743,San Diego,35.5,50.5,3.9,0.2,6.9,3
6073020403,24.43,48.75,45-50%,4107,San Diego,40.2,48.8,1.4,0.7,7,1.9
